,Name,Lat,Long,Distance,Category,Company,City
289,Milton Road School,52.218974,0.126578,2399.0,Elementary School,Moviestorm,Cambridge
290,Fawcett Primary School,52.177028,0.118274,2410.0,Elementary School,Moviestorm,Cambridge
291,Queen Edith Community Primary School,52.181189,0.154818,2424.0,Elementary School,Moviestorm,Cambridge
292,St Paul's C of E Primary School,52.196655,0.126917,265.0,Elementary School,Moviestorm,Cambridge
293,Newnham Croft Primary School,52.195023,0.111794,1308.0,Elementary School,Moviestorm,Cambridge
294,Hills Road Sixth Form College,52.187966,0.135124,1084.0,College and University,Moviestorm,Cambridge
295,Central Language School Cambridge,52.204764,0.118994,1135.0,High School,Moviestorm,Cambridge
296,The Perse School,52.180651,0.138808,1958.0,High School,Moviestorm,Cambridge
297,St Bede's,52.190271,0.164393,2448.0,High School,Moviestorm,Cambridge
298,Kaplan International English - Cambridge,52.197351,0.100351,2062.0,University,Moviestorm,Cambridge
299,Abbey Meadows Community Primary School,52.208316,0.161953,2441.0,Primary and Secondary School,Moviestorm,Cambridge
300,Stepping Stones Learning Academy,33.664787,-117.867652,1525.0,Elementary School,Kareo,Irvine
301,Irvine Public School Foundation,33.678049,-117.859797,205.0,Elementary School,Kareo,Irvine
302,Learning Innovation,33.670192,-117.859398,697.0,Elementary School,Kareo,Irvine
303,St Anne School,33.670779,-117.854532,738.0,Elementary School,Kareo,Irvine
304,Academic Guidance Services,33.690869,-117.857587,1606.0,Elementary School,Kareo,Irvine
305,Republic Ems Academy,33.688353,-117.879096,2304.0,Elementary School,Kareo,Irvine
306,Ps 343,40.708647,-74.002047,977.0,Elementary School,SecondMarket,New York
307,Ps 1 Alfred E Smith,40.712599,-73.997533,1519.0,Elementary School,SecondMarket,New York
308,St Joseph School,40.7116,-73.996578,1520.0,Elementary School,SecondMarket,New York
309,AltSchool Brooklyn Heights,40.695109,-73.99619,1818.0,Elementary School,SecondMarket,New York
310,Creator's Voice Childrens Center,40.71915,-73.998578,1945.0,Elementary School,SecondMarket,New York
311,The Sterling School,40.690331,-73.995434,2225.0,Elementary School,SecondMarket,New York
312,Cornelia F Bradford Elementary,40.714723,-74.038209,2378.0,Elementary School,SecondMarket,New York
313,Manhattan Charter School II,40.713605,-73.986269,2406.0,Elementary School,SecondMarket,New York
314,Platform Learning,40.705326,-74.011123,143.0,Elementary School,SecondMarket,New York
315,Gay Lesbian and Straight Education Network,40.703846,-74.011981,190.0,Elementary School,SecondMarket,New York
316,Siren Films,40.706415,-74.01073,206.0,Elementary School,SecondMarket,New York
317,NYC Board Of Education,40.709229,-74.01237,422.0,Elementary School,SecondMarket,New York
318,Contrarian Research Report,40.708823,-74.009429,472.0,Elementary School,SecondMarket,New York
319,The Hidden Asset Report,40.708823,-74.009429,472.0,Elementary School,SecondMarket,New York
320,Merger Insight Research Services,40.708826,-74.009342,477.0,Elementary School,SecondMarket,New York
321,84 William Street Associate,40.708007,-74.007739,514.0,Elementary School,SecondMarket,New York
322,Academy of American Poets,40.707743,-74.00751,515.0,Elementary School,SecondMarket,New York
323,American Forum For Global Education,40.70471,-74.006037,577.0,Elementary School,SecondMarket,New York
324,Excel Career Training School,40.70912,-74.006474,673.0,Elementary School,SecondMarket,New York
325,Beekman Towers High School,40.710922,-74.005629,859.0,Elementary School,SecondMarket,New York
326,Spruce St School P,40.710925,-74.005541,864.0,Elementary School,SecondMarket,New York
327,Peck Slip School,40.708647,-74.002047,975.0,Elementary School,SecondMarket,New York
328,Spruce Street School PS 397 Parent- Teacher Association,40.71346,-74.005511,1083.0,Elementary School,SecondMarket,New York
329,Manhattan Youth Downtown Community Center,40.716508,-74.012441,1230.0,Elementary School,SecondMarket,New York
330,"Education Department of,Region 9, Schools, Intermediate & Junior High Schools, Riis Upper School",40.710355,-73.996747,1460.0,Elementary School,SecondMarket,New York
331,Public School 1,40.712601,-73.997446,1520.0,Elementary School,SecondMarket,New York
332,Great Oaks Charter School,40.7116,-73.996578,1530.0,Elementary School,SecondMarket,New York
333,Manhattan Institute of Management,40.719134,-74.009097,1553.0,Elementary School,SecondMarket,New York
334,United Nations International School,40.717971,-74.004249,1568.0,Elementary School,SecondMarket,New York
335,The Robert Fulton School,40.700284,-73.994256,1665.0,Elementary School,SecondMarket,New York
336,M 124,40.714324,-73.99555,1758.0,Elementary School,SecondMarket,New York
337,Public School 8 Elementary,40.700756,-73.992791,1765.0,Elementary School,SecondMarket,New York
338,New York City Board Education,40.716289,-73.992703,2079.0,Elementary School,SecondMarket,New York
339,Education Exchange Urban,40.702798,-73.987068,2189.0,Elementary School,SecondMarket,New York
340,Jersey City Board of Education,40.714725,-74.038122,2367.0,Elementary School,SecondMarket,New York
341,New York City Department Of Education,40.691745,-73.99104,2383.0,Elementary School,SecondMarket,New York
342,New York City Board of Education,40.713442,-73.986306,2404.0,Elementary School,SecondMarket,New York
343,New York City Community School District 1 Region 9 New York,40.713392,-73.986174,2412.0,Elementary School,SecondMarket,New York
344,Public School 29,40.686926,-73.997743,2417.0,Elementary School,SecondMarket,New York
345,Fantis A Greek Orthodox Parochial School of St Constantine,40.69028,-73.991375,2470.0,Elementary School,SecondMarket,New York
346,Teleguard,40.691562,-73.989812,2477.0,Elementary School,SecondMarket,New York
347,Hawthorne Country Day School,40.709843,-74.005673,820.0,High School,SecondMarket,New York
348,CPC Chrystie Street Day Care,40.718684,-73.993889,2159.0,Child Care Service,SecondMarket,New York
349,Educational Networks Inc.,40.70439,-74.011828,143.0,Computer Repair Service,SecondMarket,New York
350,Esi International,40.707234,-74.012334,203.0,Human Resources Agency,SecondMarket,New York
351,Ps 234 Independence School,40.716155,-74.01151,1208.0,Elementary School,SecondMarket,New York
352,Stuyvesant High School,40.717978,-74.013896,1352.0,High School,SecondMarket,New York
353,Lower Manhattan Community Middle School,40.705269,-74.013216,66.0,Middle School,SecondMarket,New York
354,Ps 124 Yung Wing School,40.714435,-73.995467,1747.0,Elementary School,SecondMarket,New York
355,Richard R Green High School Of Teaching,40.705436,-74.013004,5.0,High School,SecondMarket,New York
356,Polaris At Ebert Elementary School,39.749779,-104.982149,851.0,Elementary School,Stratavia,Denver
357,University Prep - Arapahoe St,39.739871,-104.980711,1137.0,Elementary School,Stratavia,Denver
358,Montessori Academy of Colorado,39.755738,-104.983408,1206.0,Daycare,Stratavia,Denver
359,Greenlee Elementary School,39.734539,-105.001274,1558.0,Elementary School,Stratavia,Denver
360,Whittier Elementary School,39.752798,-104.972937,1729.0,Elementary School,Stratavia,Denver
361,Gilpin Elementary School,39.758328,-104.976004,1854.0,Elementary School,Stratavia,Denver
362,Pencom International,39.744742,-104.990663,175.0,Elementary School,Stratavia,Denver
363,Roots Elementary,39.750113,-104.9975,689.0,Elementary School,Stratavia,Denver
364,Colorado State Government Occupational and Professional Licenses,39.740455,-104.98524,820.0,Elementary School,Stratavia,Denver
365,Ebert Elementary School,39.749779,-104.982149,862.0,Elementary School,Stratavia,Denver
366,Polaris At Ebert,39.749779,-104.982149,862.0,Elementary School,Stratavia,Denver
367,Orchard Valley Learning Center,39.75259,-104.998682,951.0,Elementary School,Stratavia,Denver
368,Colorado Classified School,39.739005,-104.999024,1050.0,Elementary School,Stratavia,Denver
369,Peer Assistance,39.741072,-104.974992,1497.0,Elementary School,Stratavia,Denver
370,Life Skills Center,39.732229,-104.991348,1560.0,Elementary School,Stratavia,Denver
371,Boettcher School,39.746101,-104.972372,1605.0,Elementary School,Stratavia,Denver
372,Colorado High School-Denver,39.734152,-105.005527,1822.0,Elementary School,Stratavia,Denver
373,Adopt-A-School,39.730774,-104.983318,1847.0,Elementary School,Stratavia,Denver
374,Gilpin Montessori Public School,39.758274,-104.976163,1849.0,Elementary School,Stratavia,Denver
375,Tubman Hilliard Global Academy,39.759938,-104.977894,1894.0,Elementary School,Stratavia,Denver
376,One Colorado Education Fund,39.739761,-104.97039,1916.0,Elementary School,Stratavia,Denver
377,School District 1 In The City,39.728838,-104.983301,2050.0,Elementary School,Stratavia,Denver
378,Wyman Elementary School,39.742496,-104.965496,2232.0,Elementary School,Stratavia,Denver
379,Baker Middle School,39.725425,-104.99439,2333.0,Elementary School,Stratavia,Denver
380,Poly Addiction Centers of Colorado,39.754639,-105.017444,2430.0,Elementary School,Stratavia,Denver
381,Imagination Plus Child Development Centers,39.740594,-104.988133,681.0,Advertising Agency,Stratavia,Denver
382,Morey Middle School,39.737676,-104.977049,1467.0,Middle School,Stratavia,Denver
383,Dsisd,39.737703,-104.976969,1533.0,High School,Stratavia,Denver
384,West High School,39.732081,-104.995268,1686.0,High School,Stratavia,Denver
385,Colorado High School Charter,39.734954,-105.005745,1763.0,High School,Stratavia,Denver
386,Manual High School,39.756455,-104.967176,2303.0,High School,Stratavia,Denver
387,Third Way Center - Joan Farley Academy,39.723948,-104.988812,2480.0,High School,Stratavia,Denver
388,Stelplaats MIVB,50.830599,4.333245,1383.0,Tram Station,Getyoo,Brussels
389,Vossenplein / Jeu de Balle (Vossenplein (MIVB)),50.837229,4.348619,345.0,Bus Station,Getyoo,Brussels
390,Drukkerij (Drukkerij (MIVB)),50.82908,4.329426,1701.0,Tram Station,Getyoo,Brussels
391,César De Paepe (César De Paepe (MIVB)),50.842919,4.350761,444.0,Bus Station,Getyoo,Brussels
392,Sint-Pietersziekenhuis (Sint-Pietersziekenhuis (MIVB)),50.8347,4.345913,583.0,Bus Station,Getyoo,Brussels
393,Anneessens - Fontainas (Anneessens - Fontainas (MIVB)),50.844458,4.345264,495.0,Tram Station,Getyoo,Brussels
394,Midi - Arrêt de bus TEC,50.836251,4.338878,683.0,Bus Stop,Getyoo,Brussels
395,Brussels-South Railway Station (ZYR) (Station Brussel-Zuid),50.836001,4.335916,862.0,Rail Station,Getyoo,Brussels
396,Plattesteen (Plattesteen (MIVB)),50.846421,4.349267,743.0,Bus Station,Getyoo,Brussels
397,Quai Du Midi,50.837809,4.336305,752.0,Bus Station,Getyoo,Brussels
398,Royale,50.841348,4.358558,857.0,Bus Station,Getyoo,Brussels
399,Munthofstraat / Rue de l'Hôtel des Monnaies,50.832129,4.34757,874.0,Bus Station,Getyoo,Brussels
400,Liverpool (Liverpool (MIVB)),50.843908,4.334949,913.0,Bus Station,Getyoo,Brussels
401,Marguerite Duras (Marguerite Duras (MIVB)),50.855544,4.346455,1730.0,Tram Station,Getyoo,Brussels
402,Rue du Cardinal Mercier Coach Stand,50.846409,4.35754,1067.0,Bus Station,Getyoo,Brussels
403,Centraal Station (Centraal Station (MIVB)),50.846487,4.35845,1115.0,Metro Station,Getyoo,Brussels
404,Jardin Botanique / Kruidtuin (Kruidtuin (MIVB | De Lijn)),50.854539,4.366626,2019.0,Bookstore,Getyoo,Brussels
405,Fernand Cocq (Fernand Cocq (MIVB)),50.833172,4.366534,1597.0,Bus Station,Getyoo,Brussels
406,Grondel/Goujons,50.83624,4.323309,1677.0,Bus Station,Getyoo,Brussels
407,Drukpers / Presse (Drukpers (MIVB)),50.848653,4.368296,1803.0,Bus Station,Getyoo,Brussels
408,Luxembourg / Luxemburg (Luxemburg (MIVB | TEC)),50.839199,4.372666,1840.0,Bus Stop,Getyoo,Brussels
409,Mivb Stib,50.841568,4.319247,1915.0,Bus Station,Getyoo,Brussels
410,Dépôt / Stelplaats Jacques Brel (Stelplaats Jacques Brel (MIVB)),50.846651,4.320905,1941.0,Bus Station,Getyoo,Brussels
411,Madou ) (Madou (MIVB | De Lijn)),50.849989,4.369441,1943.0,Metro Station,Getyoo,Brussels
412,Klein Eiland (Klein Eiland (MIVB)),50.830915,4.322564,1947.0,Bus Station,Getyoo,Brussels
413,Trier / Trêves (Trier (MIVB)),50.841881,4.374871,2002.0,Bus Station,Getyoo,Brussels
414,Quetelet (Quetelet (MIVB)),50.852637,4.369396,2126.0,Bus Station,Getyoo,Brussels
415,Toulouse (Toulouse (MIVB)),50.842614,4.37716,2183.0,Bus Station,Getyoo,Brussels
416,Sint-Joost (Sint-Joost (MIVB | De Lijn)),50.849699,4.374097,2219.0,Bus Stop,Getyoo,Brussels
417,Flagey,50.82719,4.371529,2260.0,Bus Station,Getyoo,Brussels
418,Biarritz (Biarritz (MIVB)),50.825762,4.369923,2268.0,Bus Station,Getyoo,Brussels
419,Parc Léopold / Leopoldpark (Leopoldpark (MIVB)),50.840404,4.379309,2304.0,Bus Station,Getyoo,Brussels
420,Halte Brussel Noord,50.859429,4.359745,2343.0,Bus Stop,Getyoo,Brussels
421,Washington (Washington (MIVB)),50.821927,4.363777,2350.0,Bus Station,Getyoo,Brussels
422,Mivb Stelplaats Klein Eiland (Stelplaats Klein Eiland (MIVB)),50.828485,4.317696,2384.0,Bus Station,Getyoo,Brussels
423,Gutenberg (Gutenberg (MIVB)),50.848942,4.377156,2387.0,Bus Station,Getyoo,Brussels
424,Jourdan (Jourdan (MIVB)),50.837505,4.38072,2404.0,Drugstore,Getyoo,Brussels
425,Timmermans (Timmermans (MIVB)),50.818452,4.341146,2410.0,Bus Station,Getyoo,Brussels
426,Houwaert (Houwaert (MIVB)),50.85248,4.37597,2493.0,Bus Station,Getyoo,Brussels
427,Zwarte Vijvers (Zwarte Vijvers (MIVB)),50.857022,4.332007,2149.0,Metro Station,Getyoo,Brussels
428,Noordstation (Noordstation (MIVB)),50.860359,4.359775,2450.0,Tram Station,Getyoo,Brussels
429,Muni 27 Bus Stop,37.779115,-122.402258,42.0,Bus Station,Samasource,San Francisco
430,MUNI Bus Stop - Bryant & 6th,37.776226,-122.402016,306.0,Bus Station,Samasource,San Francisco
431,Muni 8X Bayshore Express To Fish Warf,37.776226,-122.402016,325.0,Bus Station,Samasource,San Francisco
432,27 Bryant Inbound Bus Stop,37.781462,-122.404475,369.0,Bus Station,Samasource,San Francisco
433,MUNI Bus Stop - 3rd & Perry,37.781551,-122.396452,548.0,Bus Station,Samasource,San Francisco
434,Megabus.com Bus Stop,37.776553,-122.396014,580.0,Bus Station,Samasource,San Francisco
435,Muni stop,37.762017,-122.401108,596.0,Bus Station,Samasource,San Francisco
436,Google Shuttle - SOMA Stop,37.777464,-122.395207,600.0,Bus Station,Samasource,San Francisco
437,Mission/Market Muni Stop,37.777063,-122.395327,603.0,Bus Station,Samasource,San Francisco
438,Muni Bus Stop ID,37.783066,-122.406577,610.0,Bus Station,Samasource,San Francisco
439,30/45/8x Bus Stop Fourth and Mission,37.784226,-122.404208,622.0,Bus Station,Samasource,San Francisco
440,Muni Stop,37.784226,-122.404208,630.0,Bus Station,Samasource,San Francisco
441,Golden Gate Transit Stop,37.780718,-122.408661,632.0,Bus Station,Samasource,San Francisco
442,Muni 10 Townsend,37.777432,-122.394775,633.0,Bus Station,Samasource,San Francisco
443,Muni Stop,37.776824,-122.395026,634.0,Bus Station,Samasource,San Francisco
444,Amtrak Caltrain Station Bus Stop,37.775962,-122.395621,643.0,Bus Station,Samasource,San Francisco
445,MUNI Bus Stop - Townsend & 4th,37.77747,-122.394706,666.0,Bus Station,Samasource,San Francisco
446,Muni Stop,37.777616,-122.394069,685.0,Bus Station,Samasource,San Francisco
447,Muni 19,37.772166,-122.401705,763.0,Bus Station,Samasource,San Francisco
448,Muni,37.77631,-122.393634,770.0,Bus Station,Samasource,San Francisco
449,14 Mission/SamTrans Stop,37.778944,-122.410922,800.0,Bus Station,Samasource,San Francisco
450,MUNI Bus Stop - Townsend & 3rd,37.778852,-122.392421,801.0,Bus Station,Samasource,San Francisco
451,Muni Bus 5587,37.783211,-122.409382,804.0,Bus Station,Samasource,San Francisco
452,Muni Ticket Sales,37.784756,-122.407537,812.0,Bus Station,Samasource,San Francisco
453,MUNI Bus Stop - Harrison & 2nd,37.78437,-122.39547,824.0,Bus Station,Samasource,San Francisco
454,MUNI Bus Stop - Cyril Magnin & Market,37.784301,-122.408371,828.0,Bus Station,Samasource,San Francisco
455,MUNI Bus Stop - 2nd & Harrison,37.784094,-122.395239,831.0,Bus Station,Samasource,San Francisco
456,Muni Stop,37.784268,-122.408799,835.0,Bus Station,Samasource,San Francisco
457,Muni,37.78621,-122.404755,849.0,Bus Station,Samasource,San Francisco
458,AAU Shuttle,37.78657,-122.399185,864.0,Bus Station,Samasource,San Francisco
459,Muni,37.781719,-122.411372,885.0,Bus Station,Samasource,San Francisco
460,MUNI stop,37.77205,-122.407075,886.0,Bus Station,Samasource,San Francisco
461,MUNI Bus Stop - 2nd & Howard,37.786679,-122.397757,901.0,Bus Station,Samasource,San Francisco
462,MUNI Bus Stop - Brannan & 2nd,37.781617,-122.392154,906.0,Bus Station,Samasource,San Francisco
463,MUNI O'Farrell St & Grant Ave,37.786573,-122.405565,914.0,Bus Station,Samasource,San Francisco
464,27 Inbound Bus Stop,37.785536,-122.409304,972.0,Bus Station,Samasource,San Francisco
465,Amtrak Civic Center Bus Stop,37.77955,-122.413252,986.0,Bus Station,Samasource,San Francisco
466,MUNI Bus Stop - Mission & 8th,37.777832,-122.413078,989.0,Bus Station,Samasource,San Francisco
